,Source,Place,Rating,Jumlah review,Type,Address,description,Komentar,Kota
68,https://www.google.com/maps/place/TI+GARDEN+DEN+DEN+GARDEN/data=!4m6!3m5!1s0x3031250b6d98fcbf:0x5b17a314b8a4489b!8m2!3d3.4679774!4d98.6324983!16s%2Fg%2F11f5v3kxfg?authuser=0&hl=id&rclk=1,TI GARDEN DEN DEN GARDEN,"4,2",(147),Tujuan Wisata,"FJ9J+5XX, Jl. Deli Tua - Pancur Batu",Tutup,"""Salah satu objek",Medan
69,https://www.google.com/maps/place/Curug+Bandung/data=!4m6!3m5!1s0x2e655fb86069896b:0xbd0c139dfb8eeb76!8m2!3d-7.3857138!4d109.2082151!16s%2Fg%2F11c2025pvk?authuser=0&hl=id&rclk=1,Curug Bandung,"4,3",(50),Tujuan Wisata,J675+P78,None,None,Bandung
70,https://www.google.com/maps/place/Wisata+legok+dayeuh/data=!4m6!3m5!1s0x2e6895999b97494d:0x290bba66004f6a7c!8m2!3d-7.1053126!4d107.5893091!16s%2Fg%2F11rv0jxwr2?authuser=0&hl=id&rclk=1,Wisata legok dayeuh,"5,0",(6),Tujuan Wisata,"VHVQ+VPF, Kp, Jl. kolelega, RT.04/RW.06",None,None,Bandung
71,https://www.google.com/maps/place/Tegenungan+Waterfall/data=!4m6!3m5!1s0x2dd2161beebd0c61:0xc1ae79ddb8410c5e!8m2!3d-8.5753506!4d115.288777!16s%2Fg%2F11bvx3j8m8?authuser=0&hl=id&rclk=1,Tegenungan Waterfall,"4,3",(21.592),Tujuan Wisata,Jl. Ir. Sutami,Air terjun kecil dengan kolam rendam,"""Objek wisata keren di sukawati""",Bali
72,https://www.google.com/maps/place/Mandala+Suci+Wenara+Wana/data=!4m6!3m5!1s0x2dd23d43f6189b67:0xb6ec43164befc356!8m2!3d-8.5193727!4d115.2606299!16s%2Fm%2F03wc0td?authuser=0&hl=id&rclk=1,Mandala Suci Wenara Wana,"4,5",(34.238),Tujuan Wisata,Jl. Monkey Forest,Kompleks pura dengan banyak monyet,"""Tempat wisata sangat recomended di Ubud 👍""",Bali
73,https://www.google.com/maps/place/Waterbom+Bali/data=!4m6!3m5!1s0x2dd246a3ee8f82df:0x1291d693f3407fa5!8m2!3d-8.7285745!4d115.1693743!16s%2Fg%2F1tdz276n?authuser=0&hl=id&rclk=1,Waterbom Bali,"4,7",(9.939),Tujuan Wisata,Jl. Kartika Plaza,Taman air dengan wahana & restoran,"""Tempat yg terbaik di Bali untuk wisata air""",Bali
74,https://www.google.com/maps/place/Taman+Nasional+Bali+Barat/data=!4m6!3m5!1s0x2dd143657d50a467:0xc6efbc99a654d0b2!8m2!3d-8.1276114!4d114.4753401!16s%2Fm%2F0274x7y?authuser=0&hl=id&rclk=1,Taman Nasional Bali Barat,"4,5",(2.867),Tujuan Wisata,Cagar alam untuk spesies burung langka,None,"""Wisata alam di Bali bagian barat yang mempesona""",Bali
75,https://www.google.com/maps/place/Bukit+Campuhan/data=!4m6!3m5!1s0x2dd23d3968fd1da5:0x90fb03bfae62a888!8m2!3d-8.4993467!4d115.2550384!16s%2Fg%2F11bv29z2x5?authuser=0&hl=id&rclk=1,Bukit Campuhan,"4,5",(2.104),Tujuan Wisata,Jl. Bangkiang Sidem,Jalur pendakian di hutan rimbun,"""tempat wisata yg ramah lingkungan dan jauh dari hirup pikuk kota""",Bali
76,https://www.google.com/maps/place/Tirta+Gangga/data=!4m6!3m5!1s0x2dd24736f4379ad1:0x65af03b0d108a7d1!8m2!3d-8.4123473!4d115.5872919!16s%2Fm%2F09rv951?authuser=0&hl=id&rclk=1,Tirta Gangga,"4,6",(11.312),Tujuan Wisata,Jalan Raya Abang Desa Adat,Kuil yang tenang dan taman air umum,"""Lokasi wisata Favorit di Bali.""",Bali
78,https://www.google.com/maps/place/Kebun+Raya+Bali/data=!4m6!3m5!1s0x2dd1891a19b70141:0x76a13fb929f56026!8m2!3d-8.2814516!4d115.1564378!16s%2Fm%2F0ll4kxl?authuser=0&hl=id&rclk=1,Kebun Raya Bali,"4,6",(10.282),Tujuan Wisata,Jl. Kebun Raya,Kebun raya luas dengan beragam tanaman,"""Wisata murah yang memperkenal banyak jenis tumbuh-tumbuhan""",Bali
79,https://www.google.com/maps/place/Bali+Zoo/data=!4m6!3m5!1s0x2dd23e3e4361eea5:0x3bf4eb36bfd7c6be!8m2!3d-8.5904077!4d115.2664806!16s%2Fg%2F1tk_rlbg?authuser=0&hl=id&rclk=1,Bali Zoo,"4,4",(13.219),Tujuan Wisata,Jl. Raya Singapadu,Konservasi hewan eksotis & satwa liar,"""tempat wisata edukasi terbaik di bali bersihhhh""",Bali
81,https://www.google.com/maps/place/Hidden+Canyon+Beji+Guwang/data=!4m6!3m5!1s0x2dd2157e9462182d:0x6e3602576c543e7b!8m2!3d-8.6099153!4d115.2894286!16s%2Fg%2F11bwgwfhjx?authuser=0&hl=id&rclk=1,Hidden Canyon Beji Guwang,"4,5",(2.210),Tujuan Wisata,"Jalan Sahadewa, Banjar Wangbung, Guwang, Sukawati, Guwang",Destinasi yang damai untuk berenang,"""Tempat wisata yang seru, menantang, tur giudenya ramah dan humoris""",Bali
82,https://www.google.com/maps/place/Pantai+Melasti+Ungasan/data=!4m6!3m5!1s0x2dd25b937f74a77f:0xd7fc41e66544fbab!8m2!3d-8.8477419!4d115.1606704!16s%2Fg%2F11kxmz2m5x?authuser=0&hl=id&rclk=1,Pantai Melasti Ungasan,"4,8",(7.462),Tujuan Wisata,Unnamed Road,None,"""Wisata murah namun memberi nuansa yang indah.""",Bali
83,https://www.google.com/maps/place/Obyek+Wisata+Bedugul/data=!4m6!3m5!1s0x2dd189715a929dcb:0x80d8c409911b09c2!8m2!3d-8.2840649!4d115.1716726!16s%2Fg%2F11bytnb4s2?authuser=0&hl=id&rclk=1,Obyek Wisata Bedugul,"4,6",(684),Tujuan Wisata,Jl. Puncak Mangu No.1,Danau gunung dengan pura Hindu terkenal,"""good view live wisata""",Bali
84,https://www.google.com/maps/place/Pura+Tirta+Empul/data=!4m6!3m5!1s0x2dd218f4e06131b5:0x53a25a017714ecc1!8m2!3d-8.4157586!4d115.3151588!16s%2Fm%2F0b6jfq9?authuser=0&hl=id&rclk=1,Pura Tirta Empul,"4,6",(14.625),Tujuan Wisata,Jl. Tirta,Pura Hindu Bali dengan area mandi ritual,"""Wisata religi , baguss bangettt""",Bali
85,https://www.google.com/maps/place/Kanto+Lampo+Waterfall/data=!4m6!3m5!1s0x2dd217ff9adc01a1:0xea08b2e84ad7ab23!8m2!3d-8.5321467!4d115.3312237!16s%2Fg%2F11lrkjx_fc?authuser=0&hl=id&rclk=1,Kanto Lampo Waterfall,"4,7",(366),Tujuan Wisata,Jl. Kaliasem lingk.kelod kangin,Air terjun berbatu dalam suasana hutan,"""Tempat wisata yang ramah dengan traveller.""",Bali
86,https://www.google.com/maps/place/Bali+Bird+Park/data=!4m6!3m5!1s0x2dd23e4efac54c0f:0x5f8920acf656382c!8m2!3d-8.59998!4d115.25185!16s%2Fm%2F0_fn070?authuser=0&hl=id&rclk=1,Bali Bird Park,"4,6",(9.149),Tujuan Wisata,Jl. Serma Cok Ngurah Gambir Singapadu,Pertunjukan & penampilan burung eksotis,"""Wisata edukasi yg baik""",Bali
87,https://www.google.com/maps/place/Gitgit+Waterfall/data=!4m6!3m5!1s0x2dd18fcebffbb9d9:0x95e881c23c44d940!8m2!3d-8.1933812!4d115.1350295!16s%2Fm%2F0cnyl2j?authuser=0&hl=id&rclk=1,Gitgit Waterfall,"4,3",(1.829),Tujuan Wisata,Jl. Raya Bedugul - Singaraja,Air terjun di lokasi yang rimbun,"""Wisata Destinasi Keluarga""",Bali
88,https://www.google.com/maps/place/Sangeh+Monkey+Forest/data=!4m6!3m5!1s0x2dd223492c21e6a3:0xb715386c995db0c2!8m2!3d-8.4817743!4d115.2067391!16s%2Fg%2F11b774ztbj?authuser=0&hl=id&rclk=1,Sangeh Monkey Forest,"4,5",(5.048),Tujuan Wisata,Jl. Brahmana,Hutan dengan candi Hindu & makaka,"""Wisata ke sini harus ditemani para pecalang yg menjaga kawasan wisata.""",Bali
89,https://www.google.com/maps/place/Pura+Luhur+Uluwatu/data=!4m6!3m5!1s0x2dd24ffc20cb8191:0xcb98d1ba7db0495!8m2!3d-8.8291432!4d115.0849069!16zL20vMGRuNWp4?authuser=0&hl=id&rclk=1,Pura Luhur Uluwatu,"4,6",(27.293),Tujuan Wisata,Pura Hindu kuno dengan pemandangan laut,None,"""Wisata pura luhur uluwatu, luas dan bisa keliling.""",Bali
90,https://www.google.com/maps/place/Pura+Ulun+Danu+Beratan+Bedugul/data=!4m6!3m5!1s0x2dd1896c9fac0857:0x18246568e4db1b53!8m2!3d-8.2751807!4d115.1668234!16s%2Fm%2F05zyg1h?authuser=0&hl=id&rclk=1,Pura Ulun Danu Beratan Bedugul,"4,7",(26.049),Tujuan Wisata,Danau Beratan,Pura umat Hindu tepi danau dengan perahu,"""Destinasi Wisata Terkenal ygvlayak dikunjungi""",Bali
91,https://www.google.com/maps/place/Saraswati+Temple/data=!4m6!3m5!1s0x2dd23d6a992a2b07:0xe028854c14cbced9!8m2!3d-8.5057361!4d115.2615865!16s%2Fg%2F11g01ry43z?authuser=0&hl=id&rclk=1,Saraswati Temple,"4,4",(2.958),Tujuan Wisata,"F7V6+PJ4, Jl. Kajeng",Pura indah dengan kolam teratai,"""Wisata gratis di daerah ubud""",Bali
92,https://www.google.com/maps/place/Karang+Boma+Cliff/data=!4m6!3m5!1s0x2dd2500bfc06ef09:0xb5e356ec177894d0!8m2!3d-8.8345366!4d115.0877251!16s%2Fg%2F11gbf9msfv?authuser=0&hl=id&rclk=1,Karang Boma Cliff,"4,7",(566),Tujuan Wisata,Unnamed Road,Tebing tinggi berpanorama sunset,None,Bali
93,https://www.google.com/maps/place/Objek+Wisata+Sangeh/data=!4m6!3m5!1s0x2dd223479e94fb0f:0x5274752bd0620946!8m2!3d-8.4815663!4d115.2065458!16s%2Fg%2F1pzpxsp3l?authuser=0&hl=id&rclk=1,Objek Wisata Sangeh,"4,6",(104),Tujuan Wisata,Jl. Brahmana,Hutan purba dengan primata jinak,"""Tempat wisata yg menarik""",Bali
94,https://www.google.com/maps/place/Tukad+BINDU/data=!4m6!3m5!1s0x2dd23f789bdb40bb:0xc8f454047cb4a78!8m2!3d-8.6437911!4d115.2358125!16s%2Fg%2F11c6r1t8p0?authuser=0&hl=id&rclk=1,Tukad BINDU,"4,5",(757),Tujuan Wisata,Jl. Turi,Promenade tepi sungai dengan kuliner,"""Wisata Kota Teresa Desa""",Bali
95,https://www.google.com/maps/place/Air+Terjun+Munduk/data=!4m6!3m5!1s0x2dd1860ab3946be1:0xd786b7d9107bf1d3!8m2!3d-8.2580868!4d115.0697916!16s%2Fg%2F11b6_prx07?authuser=0&hl=id&rclk=1,Air Terjun Munduk,"4,5",(577),Tujuan Wisata,Jl Raya No.Desa,Air terjun dengan jalur hiking pendek,"""Lumayan bagus buat wisata Anda di Bali utara""",Bali
96,https://www.google.com/maps/place/Diamond+Beach+Nusa+Penida/data=!4m6!3m5!1s0x2dd277161f77ae31:0xdad8747b0363d8d!8m2!3d-8.7751348!4d115.6202282!16s%2Fg%2F11smcq9_sx?authuser=0&hl=id&rclk=1,Diamond Beach Nusa Penida,"4,9",(435),Tujuan Wisata,6JFC+W3X,Monumen ikonis dengan taman yang asri,"""Spot foto dan destination wisata no 1 in bali...""",Bali
97,https://www.google.com/maps/place/Taman+Kupu-kupu_Bali+Butterfly+Park/data=!4m6!3m5!1s0x2dd23ad34eaba331:0x9b2fc46f2ed42a46!8m2!3d-8.4796014!4d115.1348136!16s%2Fg%2F11ddytqc2x?authuser=0&hl=id&rclk=1,Taman Kupu-kupu_Bali Butterfly Park,"4,3",(1.011),Tujuan Wisata,"Br.Sandan Lebah, Jl. Batukaru",Sarana konservasi kupu-kupu & serangga,"""Hanya saja pemandu wisata nya kurang.""",Bali
98,https://www.google.com/maps/place/Tari+Kecak+%26+Api+Uluwatu/data=!4m6!3m5!1s0x2dd2500503808f13:0x34326abe297b8d24!8m2!3d-8.8305729!4d115.0854093!16s%2Fg%2F1hdz_3_b_?authuser=0&hl=id&rclk=1,Tari Kecak & Api Uluwatu,"4,6",(2.405),Tujuan Wisata,"Kawasan parkir Pura Uluwatu, Jl. Uluwatu",Penampilan tari Bali setiap hari di pura,"""Pengemasan acara dan tempat wisata yang luar biasa.""",Bali
99,https://www.google.com/maps/place/Pandawa+Beach+Bali/data=!4m6!3m5!1s0x2dd25b04f214986d:0x7277dbadb45a6499!8m2!3d-8.8454504!4d115.1866116!16s%2Fg%2F12q4w015p?authuser=0&hl=id&rclk=1,Pandawa Beach Bali,"4,6",(36.828),Tujuan Wisata,Jl. Pantai Pandawa,Pantai berpasir di balik bukit terjal,"""Tempat wisata yang kerenn.""",Bali
100,https://www.google.com/maps/place/Wisata+Bali+Barat/data=!4m6!3m5!1s0x2dd16bd4de33edf9:0xb9ba130a5c8e6a71!8m2!3d-8.1321195!4d114.5785034!16s%2Fg%2F11bw7d5c4t?authuser=0&hl=id&rclk=1,Wisata Bali Barat,"4,5",(22),Tujuan Wisata,Banjar Dinas Batu Ampar,None,None,Bali
101,https://www.google.com/maps/place/Pantai+Kuta+Bali/data=!4m6!3m5!1s0x2dd24781456bb291:0x7174dc29ec5b0282!8m2!3d-8.7127552!4d115.1668777!16s%2Fg%2F11cjhzvk9x?authuser=0&hl=id&rclk=1,Pantai Kuta Bali,"4,6",(12.265),Tujuan Wisata,Jl. Pantai Kuta No.32,Pantai berpasir populer untuk selancar,"""wisata alam yg eksotik""",Bali
102,https://www.google.com/maps/place/Pasar+Seni+Sukawati/data=!4m6!3m5!1s0x2dd23e28616c410d:0x960eaffe9f543e3c!8m2!3d-8.5965307!4d115.2826055!16s%2Fg%2F11gzm8537?authuser=0&hl=id&rclk=1,Pasar Seni Sukawati,"4,3",(8.053),Tujuan Wisata,"Jalan Raya Sukawati, Sukawati","Pasar ramai, penjual pakaian & kerajinan","""Tempat Wisata Art & painting.""",Bali
103,https://www.google.com/maps/place/Taman+Werdhi+Budaya+Art+Centre/data=!4m6!3m5!1s0x2dd2408774ac0e19:0xee8eace99d65c91e!8m2!3d-8.6556215!4d115.2338714!16s%2Fg%2F11h84jtrpx?authuser=0&hl=id&rclk=1,Taman Werdhi Budaya Art Centre,"4,6",(7.442),Tujuan Wisata,Jl. Nusa Indah No.1,Pameran seni rakyat & ruang pertunjukan,"""Tempat wisata keluarga, Pesta kesenian Bali""",Bali
104,https://www.google.com/maps/place/Savana+Tianyar/data=!4m6!3m5!1s0x2dd1fa262ae6d15f:0x21d7bc44437e774c!8m2!3d-8.224334!4d115.508731!16s%2Fg%2F11fz7k47kv?authuser=0&hl=id&rclk=1,Savana Tianyar,"4,5",(494),Tujuan Wisata,Unnamed Road,None,"""Tempat wisata yg lagi hits dengan view savana dan gunung agung""",Bali
105,https://www.google.com/maps/place/Balai+Pengelolaan+Hutan+Mangrove+Wilayah+I/data=!4m6!3m5!1s0x2dd24482d15d6101:0xfadd194162696c01!8m2!3d-8.724973!4d115.1943527!16s%2Fg%2F1pzpmpq4z?authuser=0&hl=id&rclk=1,Balai Pengelolaan Hutan Mangrove Wilayah I,"4,1",(442),Tujuan Wisata,Jl. Bypass Ngurah Rai No.KM. 21,Pusat pengelolaan mangrove,"""tempat wisata alami didalam tanaman mangruve""",Bali
106,https://www.google.com/maps/place/Istana+Kepresidenan+Tampaksiring+Bali/data=!4m6!3m5!1s0x2dd218c468af6683:0x76dd0f9d7edc504b!8m2!3d-8.4149206!4d115.3109393!16s%2Fg%2F1226mpww?authuser=0&hl=id&rclk=1,Istana Kepresidenan Tampaksiring Bali,"4,7",(1.222),Tujuan Wisata,Jl. Dr. Ir. Soekarno,None,"""Wisata sejarah di Bali""",Bali
107,https://www.google.com/maps/place/Air+Terjun+Sekumpul/data=!4m6!3m5!1s0x2dd18f2016762a37:0x18e8b8bb069da935!8m2!3d-8.1775521!4d115.182545!16s%2Fg%2F11pclg13f6?authuser=0&hl=id&rclk=1,Air Terjun Sekumpul,"4,2",(38),Tujuan Wisata,R5CM+X2,None,None,Bali
108,https://www.google.com/maps/place/Wisata+Kayu+Putih/data=!4m6!3m5!1s0x2dd227d1423607d3:0x63228278a7ac3f22!8m2!3d-8.4064692!4d115.1870888!16s%2Fg%2F11q7ld0k7x?authuser=0&hl=id&rclk=1,Wisata Kayu Putih,"4,6",(176),Tujuan Wisata,H5VP+CR8,None,"""Wisata kayu putih sangat eksotik...""",Bali
109,https://www.google.com/maps/place/Kintamani/data=!4m6!3m5!1s0x2dd1f5ce644aae19:0xf49f1e2053dfc7d9!8m2!3d-8.2827344!4d115.364313!16s%2Fg%2F11c1nq65qk?authuser=0&hl=id&rclk=1,Kintamani,"4,6",(4.835),Tujuan Wisata,None,None,"""Tempat Wisata yang mantaappp....""",Bali
110,https://www.google.com/maps/place/Pantai+Legian+Bali/data=!4m6!3m5!1s0x2dd246c1f5547797:0x5449b186be53f213!8m2!3d-8.7091325!4d115.1666683!16s%2Fg%2F11gfnd9028?authuser=0&hl=id&rclk=1,Pantai Legian Bali,"4,7",(399),Tujuan Wisata,Jl. Melasti,Air terjun kecil dengan kolam rendam,"""Dampak covid-19😷,distinasi wisata masih sepi.""",Bali
111,https://www.google.com/maps/place/Pantai+Double+-+Six/data=!4m6!3m5!1s0x2dd2479816ac658f:0xc8f11ad843a0f6a4!8m2!3d-8.6975406!4d115.1621384!16s%2Fg%2F11n_xx1p1_?authuser=0&hl=id&rclk=1,Pantai Double - Six,"4,6",(233),Tujuan Wisata,"8526+XVJ, Double Six Beach, Legian, Jl. Double Six",None,None,Bali
112,https://www.google.com/maps/place/The+Keranjang+Bali/data=!4m6!3m5!1s0x2dd246a87a7a7313:0xe0ebf60ebb8f4472!8m2!3d-8.7314604!4d115.1781742!16s%2Fg%2F11hd6yv4gp?authuser=0&hl=id&rclk=1,The Keranjang Bali,"4,6",(10.056),Tujuan Wisata,Jl. Raya Kuta No.70-72,Kompleks perbelanjaan untuk suvenir Bali,"""Pastinya lebih terjangkau dr pd di tempat wisata.""",Bali
113,https://www.google.com/maps/place/Tegal+Wangi+Beach/data=!4m6!3m5!1s0x2dd245d6f651cd05:0x27c2a7f7476949c0!8m2!3d-8.7815393!4d115.1413329!16s%2Fg%2F11j1_jdpgh?authuser=0&hl=id&rclk=1,Tegal Wangi Beach,"4,1",(282),Tujuan Wisata,649R+9GP,Gua di tepi tebing & kolam batu alami,None,Bali
114,https://www.google.com/maps/place/Taman+Ujung/data=!4m6!3m5!1s0x2dd20876e3e79815:0xfc9ab3edaa5d11f2!8m2!3d-8.4636839!4d115.6306545!16s%2Fm%2F011l7bd6?authuser=0&hl=id&rclk=1,Taman Ujung,"4,7",(3.500),Tujuan Wisata,Jl. Taman Ujung,Bekas istana dengan kebun & kolam,"""Wisata Yg Menyajikan View Bagus""",Bali
115,https://www.google.com/maps/place/Monumen+Bajra+Sandhi/data=!4m6!3m5!1s0x2dd240f5b0baad2f:0xf67150ab4e009a2c!8m2!3d-8.6717348!4d115.233902!16s%2Fm%2F0n45qhz?authuser=0&hl=id&rclk=1,Monumen Bajra Sandhi,"4,6",(12.058),Tujuan Wisata,Jl. Raya Puputan No.142,Monumen ikonis dengan taman yang asri,"""wisata sejarah yang murah dan mudah di jangkau""",Bali
116,https://www.google.com/maps/place/Upside+Down+World+Bali/data=!4m6!3m5!1s0x2dd2414421ee552f:0xb23009c36c511835!8m2!3d-8.716711!4d115.2052612!16s%2Fg%2F11cl_3yx00?authuser=0&hl=id&rclk=1,Upside Down World Bali,"4,3",(3.437),Tujuan Wisata,Jl. Bypass Ngurah Rai No.762,Atraksi rumah hiburan ruangan terbalik,"""Tempat wisata yang terbilang unik.""",Bali
117,https://www.google.com/maps/place/Desa+Penglipuran/data=!4m6!3m5!1s0x2dd2196eace4f4a9:0x3319169adf0c3419!8m2!3d-8.4222473!4d115.359306!16s%2Fg%2F11g6htx9w5?authuser=0&hl=id&rclk=1,Desa Penglipuran,"4,8",(9.786),Tujuan Wisata,Jl. Penglipuran,Desa wisata pedesaan & pusat kerajinan,"""Desa wisata yang patut dikunjungi.""",Bali
118,https://www.google.com/maps/place/Barong+Tanah+Kilap+-+Sari+Wisata+Budaya+BALI/data=!4m6!3m5!1s0x2dd2414c5b2eae35:0x345684bb5f52fa7a!8m2!3d-8.7188326!4d115.1924588!16s%2Fg%2F11clyszkc2?authuser=0&hl=id&rclk=1,Barong Tanah Kilap - Sari Wisata Budaya BALI,"4,4",(1.548),Tujuan Wisata,Jl. Griya Anyar No.25B,None,"""Keren banget Wisata sambil tambah wawasan""",Bali
119,https://www.google.com/maps/place/Museum+Bali/data=!4m6!3m5!1s0x2dd2409a2f3cad43:0xf32d693f7bfe87da!8m2!3d-8.6570345!4d115.2189637!16s%2Fm%2F076xxfn?authuser=0&hl=id&rclk=1,Museum Bali,"4,4",(1.981),Tujuan Wisata,Jl. Mayor Wisnu No.1,Koleksi peninggalan budaya Bali,"""Wisata edukasi yang sangat rekomendasi di bali""",Bali
120,https://www.google.com/maps/place/Pura+Agung+Besakih/data=!4m6!3m5!1s0x2dd21cbe3748b2b7:0xbfc39798cd1bb4a!8m2!3d-8.3725425!4d115.4525503!16zL20vMDc3ZDM4?authuser=0&hl=id&rclk=1,Pura Agung Besakih,"4,6",(8.990),Tujuan Wisata,Jl. Gunung Mas No.Ds,Kompleks pura luas dengan menara tinggi,"""Wisata pura besakih, pura terbesar di pulau bali.""",Bali
121,https://www.google.com/maps/place/Alas+Kedaton/data=!4m6!3m5!1s0x2dd23b164d2a8bb3:0x118812004a86244b!8m2!3d-8.5294825!4d115.1553403!16s%2Fg%2F1ptx26t72?authuser=0&hl=id&rclk=1,Alas Kedaton,"4,2",(2.064),Tujuan Wisata,"F5C4+644, Jl. Raya Alas Kedaton",Pura kecil di hutan & habitat monyet,"""Obyek Wisata yang sudah terkenal berada di Kabupaten Tabanan""",Bali
122,https://www.google.com/maps/place/Pura+Penataran+Agung+Lempuyang/data=!4m6!3m5!1s0x2dd2071753222893:0x40a0fd58fe779263!8m2!3d-8.3916251!4d115.6312085!16s%2Fg%2F11gdkpxymn?authuser=0&hl=id&rclk=1,Pura Penataran Agung Lempuyang,"4,4",(5.750),Tujuan Wisata,Jl. Pura Telaga Mas Lempuyang,"Kompleks candi di lereng, gerbang ikonis","""Ramah untuk wisatawan😊""",Bali
123,https://www.google.com/maps/place/Kuta+Beach+Bali/data=!4m6!3m5!1s0x2dd22fd467dd3135:0xb8fc74a1a6a87f26!8m2!3d-8.7156472!4d115.1680384!16s%2Fg%2F11g4d2xx58?authuser=0&hl=id&rclk=1,Kuta Beach Bali,"4,7",(493),Tujuan Wisata,Jl. Pantai Kuta,None,"""Tempat yg tidak asing lg di lokasi wisata Bali""",Bali
124,https://www.google.com/maps/place/Kawasan+Pariwisata+Nusa+Dua/data=!4m6!3m5!1s0x2dd243263a0bffe3:0xfdba1c4c1a12a3b3!8m2!3d-8.8034419!4d115.2282787!16s%2Fg%2F1v2f2t5r?authuser=0&hl=id&rclk=1,Kawasan Pariwisata Nusa Dua,"4,6",(118),Tujuan Wisata,"Kawasan BTDC Area, Jl. Nusa Dua",Kawasan wisata dengan resor & pantai,"""Tempat wisata bersantai""",Bali
125,https://www.google.com/maps/place/Main+Entrance+GWK+Cultural+Park/data=!4m6!3m5!1s0x2dd244cf52d4f2dd:0x256646e37f45c03f!8m2!3d-8.8063945!4d115.1592625!16s%2Fg%2F11c54c9lz8?authuser=0&hl=id&rclk=1,Main Entrance GWK Cultural Park,"4,5",(10.885),Tujuan Wisata,Jl. Kw. Garuda Wisnu Kencana,Gerbang masuk yang indah ke taman budaya,"""Wisata edukasi yang menyenangkan untuk dikunjungi.""",Bali
126,https://www.google.com/maps/place/Tugu+Peringatan+Bom+Bali/data=!4m6!3m5!1s0x2dd246b9a26f15bb:0xc500c6afd79e4c1b!8m2!3d-8.7173941!4d115.1744685!16s%2Fg%2F1hm35tf5w?authuser=0&hl=id&rclk=1,Tugu Peringatan Bom Bali,"4,6",(3.268),Tujuan Wisata,Jl. Raya Legian,Monumen utk mengenang korban bom Bali,"""Wisata bersama Java Mustika Tours Pemalang""",Bali
127,https://www.google.com/maps/place/Bali+Wake+Park+%26+Aqualand/data=!4m6!3m5!1s0x2dd2416717d0a1ab:0xdd299a8a093a881b!8m2!3d-8.7240482!4d115.2144449!16s%2Fg%2F11b76gw394?authuser=0&hl=id&rclk=1,Bali Wake Park & Aqualand,"4,4",(1.479),Tujuan Wisata,Jl. Raya Pelabuhan Benoa No.7X,"Olahraga air, infinity pool & restoran","""Wisata sport yg menantang....terutama sky air utk pemula...""",Bali
128,https://www.google.com/maps/place/Pura+Taman+Ayun/data=!4m6!3m5!1s0x2dd23b90db7a4001:0xaf262ff28fc4caed!8m2!3d-8.5416323!4d115.1726013!16s%2Fg%2F120t3s20?authuser=0&hl=id&rclk=1,Pura Taman Ayun,"4,6",(6.218),Tujuan Wisata,Jl. Ayodya No.10,Pura umat Hindu di taman yang indah,"""Tempat wisata bersejarah dibangun pada masa kerajaan mengwi""",Bali
129,https://www.google.com/maps/place/Big+Garden+Corner/data=!4m6!3m5!1s0x2dd24071d99200c3:0x6b8b5fe4aa9162c0!8m2!3d-8.6567502!4d115.2533172!16s%2Fg%2F11c0pyr1_h?authuser=0&hl=id&rclk=1,Big Garden Corner,"4,3",(5.224),Tujuan Wisata,"87V3+78W, Sanur, Jl. Bypass Ngurah Rai","Patung, taman bermain & restoran outdoor","""Wisata alternatif dikota denpasar..""",Bali
130,https://www.google.com/maps/place/DESA+WISATA+PINGE/data=!4m6!3m5!1s0x2dd226b7d965eb53:0x3483e1082db8d7c0!8m2!3d-8.3903092!4d115.1790329!16s%2Fg%2F11dfxd6h2x?authuser=0&hl=id&rclk=1,DESA WISATA PINGE,"4,5",(206),Tujuan Wisata,J55H+VJF,"Patung, taman bermain & restoran outdoor","""Desa wisata yang asik buat yang mau escaping.""",Bali
131,https://www.google.com/maps/place/Pantai+Mesari/data=!4m6!3m5!1s0x2dd2471e06e03eaf:0x4068f36dee8583d2!8m2!3d-8.6940298!4d115.1594615!16s%2Fg%2F11cjj16svn?authuser=0&hl=id&rclk=1,Pantai Mesari,"4,7",(98),Tujuan Wisata,Jl. Camplung Tanduk,Pantai indah berpanorama sunset,None,Bali
132,https://www.google.com/maps/place/IAM+Bali+-+3D+Museum+%26+Upside+Down/data=!4m6!3m5!1s0x2dd240f5ae5ba827:0x63087d9db3e72ea2!8m2!3d-8.6720564!4d115.2340756!16s%2Fg%2F11byxfssfk?authuser=0&hl=id&rclk=1,IAM Bali - 3D Museum & Upside Down,"4,6",(1.689),Tujuan Wisata,"Bajra Sandhi Monument Ground Floor, Jl. Raya Puputan",Museum keren dgn karya seni interaktif,"""Wisata yang keren dan unik untuk dikunjungi, tempatnya juga ber AC.""",Bali
133,https://www.google.com/maps/place/Air+Panas+Penatahan+Kaja/data=!4m6!3m5!1s0x2dd225c758ad192f:0x94ec9dd8f53c5e5a!8m2!3d-8.4340192!4d115.1248004!16s%2Fg%2F11c1ndp45y?authuser=0&hl=id&rclk=1,Air Panas Penatahan Kaja,"4,2",(648),Tujuan Wisata,Jl. Jurusan Jl. Batukaru,Promenade tepi sungai dengan kuliner,"""Tempat yang nyaman dan layak untuk perujukan wisata..""",Bali
